date,famille_transport,ligne,incidents
2019-11-05,ter,Centre-Val de Loire,
2019-11-05,ter,Occitanie,
2019-11-05,ter,Hauts-de-France,
2019-11-05,ter,Normandie,
2019-11-05,ter,Pays de la Loire,
2019-11-05,ter,Provence-Alpes-Côte d'Azur,
2019-11-05,tgv,nord,
2019-11-05,tgv,est,
2019-11-05,tgv,atlantique,
2019-11-05,tgv,sudest,['panne de train à Mâcon (38 TGV retardés)']
2019-11-05,tgv,ouigo,"[""répercussions de la panne d'un train à Mâcon"", ""répercussions de l'interpellation d'un homme s'étant dénudé à bord d'un train à Champagne Ardenne TGV""]"
2019-11-05,tgv,europe,"[""répercussions de la panne d'un train à Mâcon"", ""répercussions de l'interpellation d'un homme s'étant dénudé à bord d'un train à Champagne Ardenne TGV""]"
2019-11-05,intercites,Paris-Limoges-Toulouse,"[""Travaux d'entretien des voies terminés en retard au nord de Limoges"", 'Pannes de trains à Paris Austerlitz et Cahors']"
2019-11-05,intercites,Paris-Clermont,
2019-11-05,intercites,Bordeaux-Marseille,"['Panne de train à Bordeaux', 'Chute de branches sur les voies entre Hourcade et Langon', 'Panne de signalisation entre Marmande et Langon']"
2019-11-05,intercites,Nantes-Bordeaux,"[""Chute d'un arbre sur les voies entre St Mariens et Jonzac""]"
2019-11-05,intercites,Nantes-Lyon,"[""Avarie d'un passage à niveau entre St Aignan et Selles-sur-Cher"", 'Difficultés de gestion des circulations en gare de Vierzon']"
2019-11-05,intercites,Toulouse-Bayonne,
2019-11-05,intercites,Clermont-Béziers,['Divagation de vaches sur les voies entre Massiac et Arvant']
2019-11-05,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Pannes de train à Paris St Lazare', 'Mise en place retardées en gare de départ au départ à Paris Saint Lazare', 'Embouteillage sur les voies à Paris Saint-Lazare en pointe de soirée']"
2019-11-05,intercites,Paris-Rouen-Le Havre,
2019-11-05,intercites,Paris-Granville,
2019-11-05,intercites,Caen-Le Mans-Tours,['Limitation de vitesse après travaux sur les voies vers Neuville sur Sarthe']
2019-11-05,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-05,intercites,Paris-Briançon,"[""Panne d'un train de marchandises vers St Amour"", 'Panne de locomotive à Valence Ville']"
2019-11-06,transilien,A,"['Gêne par un train de marchandises à Achères', 'Personnes dans les voies à La Défense', 'Panne de signalisation à Poissy']"
2019-11-06,transilien,B,['Pannes de train à Aulnay sous Bois et Gare du Nord']
2019-11-06,transilien,C,"[""Travaux d'entretien des voies terminés en retard sur Paris Austerlitz, Versailles Chantiers, Dourdan et St Martin d'Etampes""]"
2019-11-06,transilien,D,['Pannes de train à Melun et Corbeil']
2019-11-06,transilien,E,
2019-11-06,transilien,H,
2019-11-06,transilien,J,
2019-11-06,transilien,K,
2019-11-06,transilien,L,"[""Travaux d'entretien des voies terminés en retard à Paris St Lazare"", ""Panne d'aiguillage à Paris St Lazare""]"
2019-11-06,transilien,N,
2019-11-06,transilien,P,
2019-11-06,transilien,R,
2019-11-06,transilien,U,
2019-11-06,transilien,T4,
2019-11-06,transilien,T11,
2019-11-06,ter,Grand Est,
2019-11-06,ter,Nouvelle-Aquitaine,"['glissement de terrain dû aux intempéries du 5 novembre à St-Sulpice-Izon (40 TER impactés)', 'suites de la coulée de boue du 5 novembre entre Dax et Laluque (17 TER retardés)', 'panne de signalisation à Coutras (10 TER impactés).', ""heurt d'un animal par un train à St-André-de-Cubzac (9 TER impactés)""]"
2019-11-06,ter,Auvergne-Rhône-Alpes,"[""panne d'aiguillage à Chasse-sur-Rhône (16 TER impactés)"", ""avarie d'un passage à niveau à Régny (11 TER impactés)""]"
2019-11-06,ter,Bourgogne-Franche-Comté,
2019-11-06,ter,Bretagne,
2019-11-06,ter,Centre-Val de Loire,"['panne de signalisation à Noizay (8 TER impactés)', 'heurt de suidés (sanglier) à Joué (7 TER Impactés)']"
2019-11-06,ter,Occitanie,
2019-11-06,ter,Hauts-de-France,"['incident caténaire à Hazebrouck (39 TER Impactés)', ""Travaux d'entretien des voies terminés en retard à Hazebrouck (13 TER impactés)""]"
2019-11-06,ter,Normandie,"[""répercussions d'une panne informatique entre les Mureaux et Mantes (8 TER impactés)"", 'panne de signalisation à Serquigny (6 TER impactés)']"
2019-11-06,ter,Pays de la Loire,
2019-11-06,ter,Provence-Alpes-Côte d'Azur,"['vitesses limitées pour travaux entre Marseille-Blancarde et Toulon (13 TER impactés).', 'panne de signalisation à Meyrargues (11 TER impactés) et à Marseille-St-Charles (11 TER Impactés)']"
2019-11-06,tgv,nord,
2019-11-06,tgv,est,
2019-11-06,tgv,atlantique,['Rames indisponibles en raison de tensions sur le parc au technicentre Atlantique']
2019-11-06,tgv,sudest,
2019-11-06,tgv,ouigo,['Rames indisponibles en raison de tensions sur le parc au technicentre Atlantique']
2019-11-06,tgv,europe,
2019-11-06,intercites,Paris-Limoges-Toulouse,"['Procédures colis suspect à Châteauroux et Souillac', 'Intervention de la police dans deux trains pour des fraudeurs récalcitrants', 'Panne de signalisation à Lancourtensourt ( 5 IC impactés)']"
2019-11-06,intercites,Paris-Clermont,
2019-11-06,intercites,Bordeaux-Marseille,['Panne de signalisation à Lancourtensourt ( 5 IC impactés) (7 IC impactés)']
2019-11-06,intercites,Nantes-Bordeaux,"[""Panne d'un train"", 'Panne de signalisation à Jonzac', 'Vitesses limitées entre Clisson et La Rochelle']"
2019-11-06,intercites,Nantes-Lyon,
2019-11-06,intercites,Toulouse-Bayonne,"[""Chute d'arbres sur les voies en raison de vents forts""]"
2019-11-06,intercites,Clermont-Béziers,"['Panne de train à Clermont-Ferrand', 'Avarie de porte au départ à Massiac']"
2019-11-06,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Vitesses limitées entre Lison et Molay Littry  en raison de la fragilisation de la plateforme ferroviaire ravinée par les fortes pluies (9 IC touchés)', ""répercussions d'une panne informatique entre les Mureaux et Mantes (7 IC impactés)""]"
2019-11-06,intercites,Paris-Rouen-Le Havre,
2019-11-06,intercites,Paris-Granville,
2019-11-06,intercites,Caen-Le Mans-Tours,['Panne de signalisation à Vignat']
2019-11-06,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-06,intercites,Paris-Briançon,"[""Retard de 6 mn à l'arrivée à Briançon en raison d''une attente à Chorges pour laisser passer un TER en retard""]"
2019-11-07,transilien,A,"['Panne de signalisation à Maisons-Lafitte.', ""Panne d'un train à Nanterre Université.""]"
2019-11-07,transilien,B,"['Panne de signalisation en gare de Fontaine-Michalon.', 'Malaise voyageur dans un train au Parc des Expositions.']"
2019-11-07,transilien,C,
2019-11-07,transilien,D,"[""Panne d'aiguillage en gare de Stade de France.""]"
2019-11-07,transilien,E,"[""Panne d'un train à Chelles Gournay."", 'Panne de signalisation à Magenta.']"
2019-11-07,transilien,H,
2019-11-07,transilien,J,"['Panne de signalisation à Maisons-Laffitte.', ""Panne d'un train à Argenteuil.""]"
2019-11-07,transilien,K,
2019-11-07,transilien,L,
2019-11-07,transilien,N,"['Prolongation des travaux de nuit à Nogent-le-Rotrou.', ""Mise à quai tardive d'un train à Mantes-la-Jolie.""]"
2019-11-07,transilien,P,"[""Panne d'un train à Chelles Gournay."", 'Panne de signalisation à Meaux.']"
2019-11-07,transilien,R,
2019-11-07,transilien,U,
2019-11-07,transilien,T4,['Panne des installations de sécurité.']
2019-11-07,transilien,T11,
2019-11-07,ter,Grand Est,
2019-11-07,ter,Nouvelle-Aquitaine,"['Suites du glissement de terrain dû aux intempéries le 05/11 à St-Sulpice-Izon (25 TER retardés).', 'Travaux nécessaires entre Croix-D’Hins et Facture-Biganos (13 TER retardés).']"
2019-11-07,ter,Auvergne-Rhône-Alpes,
2019-11-07,ter,Bourgogne-Franche-Comté,
2019-11-07,ter,Bretagne,['Panne de signalisation à Pléchâtel (12 trains impactés).']
2019-11-07,ter,Centre-Val de Loire,
2019-11-07,ter,Occitanie,['Panne sur un passage à niveau à Montrabé (15 TER retardés) et sur un autre près de Rabastens-Couffouleux (12 TER impactés).']
2019-11-07,ter,Hauts-de-France,"['Adhérence dégradée à Loos les villes (21 TER impactés).', ""Heurt d'un cerf par un train à Hachette (18 TER impactés).""]"
2019-11-07,ter,Normandie,"['Incident caténaire à Lison (28 TER retardés).', 'Souterrain inondé à Frénouville-Cagny (16 TER impactés).']"
2019-11-07,ter,Pays de la Loire,
2019-11-07,ter,Provence-Alpes-Côte d'Azur,"['Ralentissement pour travaux sur les voies entre Marseille-Blancarde et Toulon (22 TER retardés).', ""Panne d'un train entre Golfe-Juan et Cannes (22 TER impactés)."", 'Défaut sur un rail entre Beaulieu-sur-Mer et Eze (11 TER retardés).']"
2019-11-07,tgv,nord,
2019-11-07,tgv,est,['Panne sur un train à Strasbourg (9 TGV retardés).']
2019-11-07,tgv,atlantique,"['Suspicion de heurt d’un individu assis sur le quai en gare du Cellier (13 TGV retardés).', ""Collision d'un train avec un véhicule routier à un passage à niveau entre Marmande et Agen (3 TGV retardés)."", 'Défaut sur un élément de la voie à St Pierre des Corps (7 TGV retardés).']"
2019-11-07,tgv,sudest,
2019-11-07,tgv,ouigo,
2019-11-07,tgv,europe,
2019-11-07,intercites,Paris-Limoges-Toulouse,
2019-11-07,intercites,Paris-Clermont,
2019-11-07,intercites,Bordeaux-Marseille,
2019-11-07,intercites,Nantes-Bordeaux,['Difficultés de gestion des circulations à Rochefort et La Grave (1 train impacté).']
2019-11-07,intercites,Nantes-Lyon,
2019-11-07,intercites,Toulouse-Bayonne,
2019-11-07,intercites,Clermont-Béziers,"[""Défaut d'alimentation électrique entre Arcomie et St-Sauveur-de-Peyre (1 train impacté).""]"
2019-11-07,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Réparation d’un poteau caténaire suite aux fortes pluies entre Lison et Molay Littry.']
2019-11-07,intercites,Paris-Rouen-Le Havre,"[""Panne d'installation Telecom entre Villeneuve-sur-Seine et Maisons-Lafitte (9 trains impactés).""]"
2019-11-07,intercites,Paris-Granville,
2019-11-07,intercites,Caen-Le Mans-Tours,['Limitations de vitesse à 40 Km/h entre Montbizot et Teillé (1 train impacté).']
2019-11-07,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-07,intercites,Paris-Briançon,
2019-11-08,transilien,A,"[""Panne d'un aiguillage à Poissy."", 'Bagage oublié dans un train à Nation.']"
2019-11-08,transilien,B,"['Bagage oublié à Robinson.', ""Panne d'un train à Paris Nord Souterraine."", ""Signal d'alarme à Aulnay-sous-Bois.""]"
2019-11-08,transilien,C,"[""Découverte d'un corps sur les voies à Pereire."", ""Panne d'alimentation électrique à Orly."", ""Panne d'un train de travaux à Massy Palaiseau.""]"
2019-11-08,transilien,D,['Affluence voyageurs dans les gares de Châtelet et Paris Nord Souterraine.']
2019-11-08,transilien,E,"[""Panne d'un train à Emerainville."", 'Bagage oublié dans un train à Rosny-sous-Bois.']"
2019-11-08,transilien,H,"[""Branches d'arbre sur la voie entre Montsoult et Luzarches.""]"
2019-11-08,transilien,J,"[""Panne d'un aiguillage à Poissy.""]"
2019-11-08,transilien,K,
2019-11-08,transilien,L,
2019-11-08,transilien,N,['Présence de personnes sur les voies à Clamart.']
2019-11-08,transilien,P,"[""Panne d'un train à Esbly."", ""Panne d'un aiguillage entre Lagny et Esbly."", ""Présence d'une personne suicidaire sur les voies entre Esbly et Meaux."", ""Panne d'un train à Emerainville.""]"
2019-11-08,transilien,R,
2019-11-08,transilien,U,
2019-11-08,transilien,T4,
2019-11-08,transilien,T11,
2019-11-08,ter,Grand Est,
2019-11-08,ter,Nouvelle-Aquitaine,"['Inondations des voies à Laluque suite aux intempéries exceptionnelles (15 TER impactés).', ""Panne dans un poste d'aiguillage à Coutras (10 TER impactés).""]"
2019-11-08,ter,Auvergne-Rhône-Alpes,"['Panne sur un train à La Verpilliere (25 TER impactés).', ""Chute d'un câble Enedis sur les caténaires à Meximieux (80 TER impactés).""]"
2019-11-08,ter,Bourgogne-Franche-Comté,
2019-11-08,ter,Bretagne,['Panne sur un train à Rennes (6 TER impactés).']
2019-11-08,ter,Centre-Val de Loire,
2019-11-08,ter,Occitanie,
2019-11-08,ter,Hauts-de-France,"['Bagage oublié à Lens (35 TER impactés).', 'Panne de signalisation à Creil (32 TER impactés).']"
2019-11-08,ter,Normandie,"['Affaissement de la voie entre Lison et Molay Littry suite aux  fortes pluies intempéries (15 TER impactés).', ""Découverte d'un corps sur les voies à Pereire (10 TER impactés).""]"
2019-11-08,ter,Pays de la Loire,
2019-11-08,ter,Provence-Alpes-Côte d'Azur,"[""Restitution tardive de travaux à Bandol suite à la panne d'un train de maintenance de l'infrastructure (21 TER impactés).""]"
2019-11-08,tgv,nord,"['Mouvement social au technicentre du Landy (7 TGV retardés).', ""Panne d'un Thalys (3 TGV retardés)."", 'Bagage oublié à Lens (2 TGV retardés).']"
2019-11-08,tgv,est,"[""Panne du poste d'aiguillage de Vaires (4 TGV retardés)."", ""Panne d'un TGV à Strasbourg (2 TGV retardés).""]"
2019-11-08,tgv,atlantique,"[""Panne d'un TGV en gare de Paris Montparnasse (3 TGV retardés)."", 'Réduction de la vitesse sur la LGV Atlantique suite à du ballast sur la voie (4 TGV retardés).', 'Réduction de la vitesse suite à des travaux à Thouaré (3 TGV retardés).']"
2019-11-08,tgv,sudest,
2019-11-08,tgv,ouigo,
2019-11-08,tgv,europe,
2019-11-08,intercites,Paris-Limoges-Toulouse,"['Signalement de déformations de la voie à Vierzon et Issoudun entraînant des limitations de vitesse ; rien à signaler après visite (2 Intercités retardés).', 'Vol de câbles près de Châteauroux (3 Intercités retardés).']"
2019-11-08,intercites,Paris-Clermont,"['Panne sur un train (2 Intercités retardés).', 'Panne sur une train (1 Intercités retardé).']"
2019-11-08,intercites,Bordeaux-Marseille,
2019-11-08,intercites,Nantes-Bordeaux,"['Passage à niveau resté fermé près de Saintes (1 Intercités retardé).', 'Risque de collision avec un véhicule stationnant sur un passage à niveau près de La Rochelle (le véhicule a pris la fuite  juste avant la collision) (2 Intercités retardés).']"
2019-11-08,intercites,Nantes-Lyon,"['Panne sur un Intercités (1 Intercités retardé).', 'Rail glissant (patinage)  entre Roanne et St-Germain-des-Fossés (1 Intercités retardé).']"
2019-11-08,intercites,Toulouse-Bayonne,['Inondations en Nouvelle-Aquitaine (entre Puyoo et Dax ) (1 Intercités retardé).']
2019-11-08,intercites,Clermont-Béziers,
2019-11-08,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"[""Panne d'un aiguillage à Poissy (25 Intercités retardés)."", 'Affaissement de la voie entre Lison et Molay Littry suite aux fortes pluies (5 Intercités retardés).']"
2019-11-08,intercites,Paris-Rouen-Le Havre,"[""Panne d'un aiguillage à Poissy (1 Intercités retardé).""]"
2019-11-08,intercites,Paris-Granville,"['Passage à niveau resté fermé près de  Surdon (1 Intercités retardé).', 'Pannes sur deux trains (2 Intercités retardés).', 'Absence de matériel pour des raisons techniques (Paris-Granville 3451) entraînant le client sur un autre train.']"
2019-11-08,intercites,Caen-Le Mans-Tours,['Difficultés de préparation du train (1 Intercités retardé).']
2019-11-08,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-08,intercites,Paris-Briançon,
2019-11-09,transilien,A,
2019-11-09,transilien,B,['Panne de signalisation au Bourget.']
2019-11-09,transilien,C,
2019-11-09,transilien,D,['Panne de signalisation en gare de Paris Gare de Lyon Banlieue.']
2019-11-09,transilien,E,
2019-11-09,transilien,H,
2019-11-09,transilien,J,"[""Présence de bidons et tôles d'acier sur la voie proche de la gare de Herblay.""]"
2019-11-09,transilien,K,['Panne de signalisation au Bourget.']
2019-11-09,transilien,L,
2019-11-09,transilien,N,
2019-11-09,transilien,P,
2019-11-09,transilien,R,"[""Panne d'un train au départ de Paris.""]"
2019-11-09,transilien,U,
2019-11-09,transilien,T4,
2019-11-09,transilien,T11,['Absence de conducteur.']
2019-11-09,ter,Grand Est,
2019-11-09,ter,Nouvelle-Aquitaine,"['Inondations des voies à Laluque suite aux intempéries exceptionnelles (15 TER impactés).', ""Panne dans un poste d'aiguillage à Coutras (10 TER impactés).""]"
2019-11-09,ter,Auvergne-Rhône-Alpes,
2019-11-09,ter,Bourgogne-Franche-Comté,"[""Panne d'un train à Dijon-Porte-Neuve (5 TER impactés).""]"
2019-11-09,ter,Bretagne,['Incident caténaire à Rennes (7 TER impactés).']
2019-11-09,ter,Centre-Val de Loire,
2019-11-09,ter,Occitanie,
2019-11-09,ter,Hauts-de-France,['Panne sur un passage à niveau à Haubourdin (15 TER impactés).']
2019-11-09,ter,Normandie,['Affaissement de la voie entre Lison et Molay Littry suite aux fortes pluies (15 TER impactés).']
2019-11-09,ter,Pays de la Loire,
2019-11-09,ter,Provence-Alpes-Côte d'Azur,
2019-11-09,tgv,nord,
2019-11-09,tgv,est,['Panne des installations au poste de Coulombs sur la ligne à grande vitesse (2 TGV retardés).']
2019-11-09,tgv,atlantique,
2019-11-09,tgv,sudest,
2019-11-09,tgv,ouigo,
2019-11-09,tgv,europe,
2019-11-09,intercites,Paris-Limoges-Toulouse,
2019-11-09,intercites,Paris-Clermont,
2019-11-09,intercites,Bordeaux-Marseille,
2019-11-09,intercites,Nantes-Bordeaux,"[""Suspicion de panne sur un passage à niveau à Fontaines d'Ozillac (5 Intercités retardés).""]"
